Nouvelle version: https://lnkd.in/dH5Uq4z9,,,
Titre,Société,Description,Lien
Bqube Its recrute Stage PFE,Bqube Its,"Bqube Its recrute

Stage PFE

Mission :

– Sujet : Conception et développement d’un système de conception graphique d’étiquettes

– Ce projet vise à concevoir et développer une application de génération d’étiquette multi-format et multi-imprimantes ceci en commençant par l’acquisition et traitement des données pour finir par l’impression des étiquettes.

– Mots clés : Système d’informations, étiquettes, galia, industrie,

– Technologies : PHP, JavaScript, CSS, HTML

Profil :

– Aisance dans la modélisation et le design logiciel.

– Une bonne compréhension des enjeux de l’édition de logiciels.

– Bonne capacité de développement

– Une bonne connaissance des technologies à utiliser serait fortement appréciée

Comment postuler :

Pour postuler, il suffit d’envoyer votre CV ainsi qu’une lettre de motivation sur l’adresse suivante : contact@bqubeits.com

Ville : Ariana

Nom / Entreprise : BQube ITS

Email : contact@bqubeits.com

Tel / Fax : 70 741 077

Adresse : Avenue Ahmed Khabthani Cité Ennozha Ariana",https://www.recruter.tn/poste/bqube-its-recrute/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage pré-embauche Développeur WordPress,Smart Conseil,"Dans le cadre de notre croissance, nous recherchons pour un de nos clients grand compte un Développeur WordPress Front-End PHP (H/F).

Description du poste :

Le développeur WordPress Front-End (PHP) sera responsable de la conception et de la mise en œuvre de l'interface utilisateur des sites web WordPress, en utilisant des technologies front-end telles que HTML, CSS, JavaScript, ainsi que des compétences en PHP pour personnaliser et étendre les fonctionnalités de WordPress. Il collaborera étroitement avec l'équipe de conception et les développeurs back-end pour créer des expériences utilisateur exceptionnelles.

Responsabilités principales :
• Concevoir et développer des interfaces utilisateur attractives et réactives pour les sites WordPress en utilisant HTML, CSS, et JavaScript.
• Assurer une expérience utilisateur cohérente sur différentes plateformes et navigateurs.
• Personnaliser et intégrer des thèmes WordPress en utilisant des compétences en PHP pour répondre aux besoins spécifiques des clients.
• Travailler en étroite collaboration avec les développeurs back-end pour garantir l'intégration réussie des fonctionnalités.
• Optimiser les performances front-end des sites web WordPress pour une vitesse de chargement optimale.
• Effectuer des tests de compatibilité multi-navigateurs et résoudre les problèmes de compatibilité.
• Déboguer et résoudre les problèmes techniques liés au front-end.
• Collaborer avec l'équipe de conception pour mettre en œuvre des maquettes et des designs créatifs.
• Travailler en étroite collaboration avec les développeurs back-end pour intégrer des fonctionnalités et des données.

Compétences requises :
• Excellente maîtrise des technologies front-end, notamment HTML5, CSS3, JavaScript/jQuery.
• Solides compétences en PHP pour personnaliser et étendre WordPress.
• Connaissance approfondie de WordPress, de ses thèmes et de ses plugins.
• Expérience en gestion de contenu et en administration WordPress.
• Capacité à travailler en équipe et à communiquer efficacement avec les membres de l'équipe et les clients.",https://www.offre-emploi.tn/offres-emploi/informatique-telecom-internet/stage-pre-embauche-developpeur-wordpress-110318/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
End of Studies Internship - Client Delivery & Support,Axe Finance,"PROJECT TOPIC 1: Development of Integration APIs between Business Information Systems and Reporting Tools.

INTERNSHIP DURATION: 4-6 Months

KEY RESPONSIBILITIES:
• Collaborate with business and IT teams to understand the existing systems (Timesheet, HR, Finance, Accounting) and their reporting requirements.
• Define the data flow and integration touchpoints between systems.
• Develop APIs or data connectors using C# .NET to integrate disparate systems (HR, Finance, etc.) with internal databases (SQL Server).
• Design and implement data synchronization and transfer mechanisms between the systems.
• Use SQL Server to build the necessary database schemas and queries for efficient data retrieval.
• Integrate systems with existing SharePoint sites or reporting dashboards, ensuring smooth data flow from backend systems to front-end reporting tools.
• Automate routine data synchronization tasks and ensure the systems are continuously updated in real-time or scheduled intervals.
• Optimize the integration solution to handle large datasets and ensure high performance.
• Create technical documentation covering the integration architecture, database models, and API documentation.
• Provide training sessions to relevant stakeholders on using the new integrated system for reporting.

Technologies & Tools:
• C# .NET, SQL Server, SharePoint, REST APIs or Web Services

CANDIDATE PROFILE & REQUIREMENTS:
• Final year Bachelor student in IT, Computer Science, Software Engineering, or related field
• Strong understanding of software development (C# .NET)
• Familiarity with databases (SQL Server)
• Experience with SharePoint and web services is a plus
• Analytical mindset with a focus on optimizing processes

Start Date : Immediate

PROJECT TOPIC 2: Design and Automation of Interactive Profit & Loss and RAG Status Reporting System.

INTERNSHIP DURATION: 4-6 Months

KEY RESPONSIBILITIES:
• Collaborate with the PMO department to gather reporting needs.
• Analyze current manual processes for P&L reporting and RAG status updates.
• Identify and map data sources (SQL Server, Excel files, etc.).
• Develop automated data pipelines using Power Automate for data extraction and transformation.
• Design interactive dashboards using Power BI to visualize P&L performance.
• Implement dynamic filters, KPIs, and trend analysis visuals.
• Build a structured, rule-based system to auto-generate RAG status reports from PMs' inputs.
• Automate report generation schedules.
• Implement distribution mechanisms (e.g., email via Power Automate, SharePoint publication).
• Ensure scalability and maintainability of the solution.
• Prepare technical and user documentation.
• Conduct training sessions or walkthroughs with relevant stakeholders.

Technologies & Tools:
• Power BI, Power Automate, SQL Server, Microsoft Excel, Microsoft Project Plan

CANDIDATE PROFILE & REQUIREMENTS:
• Final year Bachelor student in Business Analysis, Information Systems, or related field
• Strong analytical and problem-solving skills
• Familiarity with business reporting and KPIs
• Basic knowledge of SQL and Microsoft Office suite
• Proactive, self-driven, and eager to learn

Start Date : Immediate",https://tn.linkedin.com/jobs/view/end-of-studies-internship-client-delivery-support-at-axe-finance-4214603709?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
offre de stage PFE,Entreprise Anonyme,"STE MASTER vous propose une offre de stage PFE dans les secteurs : Commerce, vente, distribution (E-commerce) et Marketing à Z.I Rte de Sousse –Sahline.

Ø Sous la responsabilité du chef de service commercial ; vous réaliserez les missions suivantes :
• Participation à la recherche de nouveaux leviers de croissance
• Prospection commerciale active
• Assister votre chef dans ces missions et entrevue commercial
• Participer à l’élaboration d’un plan Marketing

Ø Profil recherché :

Nous recherchons un(e) étudiant(e) préparant son PFE en commerce, technique de vente, marketing ou domaine similaire, avec :
• Une écoute active et une excellente aisance relationnelle, ainsi que d'un fort esprit d'initiative et d'une grande autonomie
• Un esprit d’analyse et de synthèse pour appréhender rapidement les enjeux du marché.
• Une première expérience commerciale, avec le désir d’approfondir vos compétences dans un secteur attractif.
• Un bel esprit d'équipe.

Ø Nous offrons :
• Une expérience riche et variée au sein d'une équipe passionnée
• Formation et accompagnement tout au long du stage
• Une prime de stage
• Possibilité d’embauche",https://www.keejob.com/offres-emploi/221070/offre-de-stage-pfe-commercial-e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Conseiller en voyage,Voyages 1001للأسفار,"Vous avez une expérience dans le tourisme et la conception des voyages ;

Vous êtes passionné (e) des voyages et de la découverte d’autres pays, d’autres cultures

Vous êtes titulaire d’un diplôme universitaire de tourisme, de commerce ou de gestion ;

Vous êtes motivée et polyvalente et vous souhaitez faire progresser votre carrière ?

Cette offre de stage est pour vous !",https://tn.linkedin.com/jobs/view/conseiller-en-voyage-at-voyages-1001%D9%84%D9%84%D8%A3%D8%B3%D9%81%D8%A7%D8%B1-4236632230?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Internship Content Creator and Social Media Assistant,Delighty,"Main Responsibilities

Content Creation

• Create engaging, high-quality photo and video content for TikTok & Instagram.

• Film both indoor (in the laboratory) and outdoor content.

• Capture content that highlights the full product range:

o Desserts: Tiramisu jars, cheesecakes, cookies, ice cream...

o Catering: Brunch-style dishes, event setups...

Social Media Management

• Plan and post waves of Instagram Stories daily (morning, afternoon, evening).

• Post 2 Instagram Reels per week (recipes, behind-the-scenes, product moments).

• Post 3 TikTok videos per week with creative, trend-driven content.

• Work with the founder to develop a consistent and appealing visual identity.

Event Coverage (Summer Season – 2.5 Months)

• Be present and create content during our summer events.

• Capture and post real-time content from the booth: customer interactions, product shots, ambiance.

• Highlight the catering range through stories and videos.

• Assist lightly with booth activities if needed (optional but collaborative role).

Requirements

• Skilled in mobile video shooting and editing.

• Familiar with Instagram Reels & TikTok trends.

• Able to work autonomously and manage a weekly content calendar.

• Comfortable with flexible hours and occasional outdoor shooting.

• Available to work at Gammarth event for 2.5 months during summer.

• Passionate about food content and visual storytelling.

• Experience with tools like CapCut, Canva, InShot is compulsory.",https://tn.linkedin.com/jobs/view/internship-content-creator-and-social-media-assistant-at-delighty-4236310290?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage - Développeur Backend,Entreprise Anonyme,"Stage - Développeur Backend / Full Stack à Sfax

Présentation du poste – Développeur Full Stack / Backend

Vous participerez activement à la conception et au renforcement du backend, en développant des fonctionnalités avancées, des APIs robustes et des modèles de données performants.

Vous jouerez un rôle clé pour préparer l’intégration de briques IA/ML et faire évoluer la plateforme vers des services intelligents et autonomes.

Missions principales
• Étudier les besoins et enrichir le cahier des charges
• Développer et maintenir les fonctionnalités principales et les modules ciblés
• Optimiser les modèles de données et les requêtes PostgreSQL/ SQL Server
• Participer aux échanges techniques, suivis de projets et sessions de veille technologique
• Compétences techniques :
• Excellente maîtrise de Python (FastAPI), ORM (SQLAlchemy) et validation de données
• Solide compréhension des bases relationnelles (PostgreSQL ou autre)
• Expérience dans la conception d’APIs REST évolutives, sécurisées et performantes
• Connaissance des outils CI/CD, Git, Jira, Docker
• Esprit analytique et rigoureux
• Capacité à travailler en équipe et à collaborer avec des profils variés (front, IA, produit)
• Motivation, curiosité, envie d’apprendre et de proposer des améliorations",https://www.keejob.com/offres-emploi/222070/stage-d%C3%A9veloppeur-backend/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stagiaire,BYOKOB cosmetics,"🎯 BYOKOB recrute un(e) stagiaire !

Tu maîtrises les outils ERP et CRM et tu es à la recherche d’un stage enrichissant dans une entreprise engagée et en pleine croissance ?

Bonne nouvelle : BYOKOB a une opportunité pour toi !

🌿 Qui sommes-nous ?

BYOKOB est une marque de cosmétiques naturels, éco-responsables et centrée sur le bien-être de la peau. Notre mission : proposer des soins efficaces, sains, et respectueux de l’environnement.

📌 Profil recherché :

🔹 Maîtrise des outils ERP et CRM (paramétrage, suivi client, gestion des ventes, etc.)

🔹 Esprit rigoureux, organisé, et orienté solutions

🔹 Une première expérience (même académique) est un plus

🔹 Intérêt pour le secteur cosmétique et les démarches responsables

💼 Missions principales :

• Participation à l’optimisation de notre système ERP

• Suivi des relations clients via le CRM

• Soutien à l’automatisation des processus internes

• Collaboration avec les équipes marketing et logistique

📍 Lieu : Gabes

📅 Durée : À convenir (minimum 2 mois)

👉 Intéressé(e) ? Envoie ton CV à byokobcosmetics@gmail.com ou en message privé.",https://tn.linkedin.com/jobs/view/stagiaire-at-byokob-cosmetics-4235508223?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Software Engineering Summer Intern,MASS Analytics,"Topic 1 : AI-Powered Test Case Generation for Automated QA Integration

Description:

This topic focuses on exploring and implementing AI-driven tools or models that can automatically generate test cases (unit, integration, or UI) from source code, API specifications (e.g., OpenAPI), or user stories. The goal is to integrate these AI-generated tests into our existing QA pipelines to enhance coverage, reduce manual effort, and support continuous testing

Key attributes / Main competencies:
• Understanding of software testing (unit, integration, UI)
• Familiarity with QA tools and frameworks (e.g., JUnit, Selenium, Postman, Cypress)
• Experience with AI/ML or LLMs (e.g., using GPT APIs, code models)
• API analysis and specification handling (e.g., Swagger/OpenAPI)
• CI/CD and test automation integration

Learning Outcomes:
• Evaluate and apply AI models for automated test case generation
• Design workflows that translate API specs or code into executable test scripts
• Integrate automated testing into real-world QA processes
• Deliver a working prototype or framework usable by the QA team

Topic 2 : API Documentation & Exposure for InsightWeb

Description

This internship focuses on documenting and exposing the internal APIs of MassTer InsightWeb to external clients. The intern will explore and organize existing backend and frontend components built using Java Spring Boot and Angular, generate interactive API documentation using Swagger/OpenAPI, and prepare guidelines for secure and efficient API consumption. The final deliverable will be a well-structured developer portal or API reference that can be shared with clients or partners.

Key Competencies:
• Java, Spring Boot (REST APIs)
• Angular basics
• Swagger/OpenAPI
• API testing (Postman)
• Basic auth/OAuth2 knowledge

Learning Outcomes:
• Understand InsightWeb’s API architecture
• Document and publish REST APIs
• Build secure, client-consumable API layers
• Gain experience with Swagger and API design best practices

Topic 3 : Codebase Backup & Sync from Bitbucket to GitHub

Description:

Implement an automated process to back up and sync Bitbucket repositories to GitHub. This includes setting up secure access, scheduling regular updates, and ensuring data integrity for disaster recovery or migration readiness.

Key Competencies:
• Git & repository management
• Bitbucket and GitHub APIs
• Scripting (Bash or Python)
• Basic CI/CD (Bitbucket Pipelines, GitHub Actions)

Learning Outcomes:
• Automate repo mirroring from Bitbucket to GitHub
• Understand cross-platform Git operations
• Gain experience with GitHub Actions and Bitbucket Pipelines
• Improve DevOps reliability and code redundancy practices",https://tn.linkedin.com/jobs/view/software-engineering-summer-intern-at-mass-analytics-4233987324?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Summer Internship 2025: SWDevTools,STMicroelectronics,"OUR STORY

At ST, we believe in the power of technology to drive innovation and make a positive impact on people, business, and society. We are a global semiconductor company, and our advanced technology & chips forms the hidden part of the world we live in today.

When you join ST, you will be part of a global business of more than 115+ nationalities and present in 40 countries, 50,000+, diverse and dedicated creators & makers of technology around the world!

Developing technologies takes more than talent: it takes amazing people who understands collaboration and respect. People with passion and desire to disrupt the status quo, push boundaries and drive innovation – whilst unlocking your own potential.

Working at ST means innovating for a future that we want to make smarter, greener, in a responsible and sustainable way. Our technology starts with you. Join us and start the future!

YOUR ROLE

We are seeking motivated and talented students to join our development team for a two-month summer internship project.

Below, you will find the titles of each project. We are looking for 08 interns for this period :
• Data Driven Firmware Install
• STM32CubeProgrammer Automatic validation test: Automation Jenkins management
• STM32CubeProgrammer Automatic validation test: Automation of Updater mechanism
• Quality requests and KPIs dashboard implementation
• Automatic Solution for Data and GUI Pinout View Coherency Verification
• Automate STM32Cube for Visual Studio code for Multi-Context and Dual projects
• STM32Cube ClockTree Descriptor Checker
• STM32Cube Tools launch and update interface

Your mission will be to:
• Contribute to tools development activities.
• Contribute to technical specifications and reviews with different stakeholders for each new development.
• Ensure the implementation: TypeScript, JS, Java.
• Define the test strategy for each new development.
• Ensure the delivery on time with high quality taking into account all received feedback.

Your Skills & Experiences
• Good knowledge of STM32 microcontrollers, web technologies and agile methodologies.
• Strong documentation, writing and reporting skills.
• High communications skills speaking, reading, and writing.
• Multi-tasker, independent, punctual, and Team oriented spirit.

We encourage candidates who may not meet every single requirement to apply, as we appreciate diverse perspectives and provide opportunities for growth and learning. Diversity, Equity and Inclusion (DEI) is part of our company culture. Our DEI vision is, “At ST, you can be the true version of yourself”, we value all employee contributions and have zero tolerance for any kind of discrimination.

Joining us is also about a greater work-life balance and workplace with equal opportunities. Dedicated Employee Resource Groups for women and LGBTQIA+, hybrid work arrangements are amongst the many DEI & Sustainability initiatives that make us a great place to evolve your career.

To discover more, visit st.com/careers",https://tn.linkedin.com/jobs/view/summer-internship-2025-swdevtools-at-stmicroelectronics-4236128655?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Summer Internship 2025: STM32 Embedded Software Development,STMicroelectronics,"OUR STORY

At ST, we believe in the power of technology to drive innovation and make a positive impact on people, business, and society. We are a global semiconductor company, and our advanced technology & chips forms the hidden part of the world we live in today.

When you join ST, you will be part of a global business of more than 115+ nationalities and present in 40 countries, 50,000+, diverse and dedicated creators & makers of technology around the world!

Developing technologies takes more than talent: it takes amazing people who understands collaboration and respect. People with passion and desire to disrupt the status quo, push boundaries and drive innovation – whilst unlocking your own potential.

Working at ST means innovating for a future that we want to make smarter, greener, in a responsible and sustainable way. Our technology starts with you. Join us and start the future!

YOUR ROLE

We are seeking motivated and talented students to join our development team for a two-month summer internship project.

Below, you will find the titles of each project. We are looking for 12 interns for this period :
• Optimization and Enhancement of Code Generation for Security IP in STM32
• Early Checker for HAL development rules
• Deployment of AI-based human language processing for Embedded SW
• STM32Cube Embedded SW benchmark #1
• STM32Cube Embedded SW benchmark #2
• STM32Cube Embedded SW benchmark #3
• Evaluation of “STM32Cube for VS Code” in development projects
• BL USART host development for STM32H5
• STM32 Trace file generation for EWARM and MDK-ARM
• EEMBC Autobench v2 & CoreMark pro benchmark automation
• System Validation automation through robot Framework
• ACI Test history monitoring for robot examples

Your Skills & Experiences
• Microcontroller
• CortexM
• Embedded C language

We encourage candidates who may not meet every single requirement to apply, as we appreciate diverse perspectives and provide opportunities for growth and learning. Diversity, Equity and Inclusion (DEI) is part of our company culture. Our DEI vision is, “At ST, you can be the true version of yourself”, we value all employee contributions and have zero tolerance for any kind of discrimination.

Joining us is also about a greater work-life balance and workplace with equal opportunities. Dedicated Employee Resource Groups for women and LGBTQIA+, hybrid work arrangements are amongst the many DEI & Sustainability initiatives that make us a great place to evolve your career.

To discover more, visit st.com/careers",https://tn.linkedin.com/jobs/view/summer-internship-2025-stm32-embedded-software-development-at-stmicroelectronics-4236129627?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
"Création de contenu Web, SEO & Marketing Digital",GROSAFE,"💡 À propos de nous

Grosafe est une entreprise spécialisée dans la vente d’équipements de sécurité incendie et industrielle (EPI, extincteurs, signalisation, vidéosurveillance…). Nous œuvrons à protéger les entreprises et les particuliers avec des solutions fiables, certifiées et accessibles.

Dans le cadre du développement de notre présence digitale, nous recherchons un(e) stagiaire motivé(e) pour renforcer notre visibilité web et participer activement à la création de contenus à forte valeur ajoutée.
✍️ Missions

Sous la supervision de notre responsable communication, vous participerez aux missions suivantes :
• Création de contenu éditorial pour notre site (guides pratiques, articles de blog, fiches produits, landing pages, etc.)
• Optimisation SEO des contenus existants et nouveaux : mots-clés, balisage HTML, maillage interne
• Recherche de sujets à fort potentiel pour le référencement naturel
• Rédaction de publications LinkedIn et Facebook engageantes
• Veille concurrentielle et sectorielle dans le domaine de la sécurité et du e-commerce
• Participation à l’élaboration de stratégies de contenu (calendrier éditorial, personas, entonnoirs de conversion)
• Aide à l’analyse de la performance des contenus via Google Analytics, Search Console, etc.
🧠 Profil recherché
• Excellente maîtrise du français écrit (orthographe irréprochable)
• Aisance avec les outils numériques et CMS (WordPress est un plus)
• Connaissances en SEO, rédaction web ou marketing digital
• Créativité, curiosité, autonomie
• Intérêt pour la sécurité, la prévention et le digital
✅ Ce que nous offrons
• Une expérience concrète dans le domaine du digital, avec des responsabilités réelles
• L’opportunité de contribuer à une mission utile et valorisante
• Un accompagnement personnalisé et des apprentissages concrets (SEO, copywriting, analytics…)
• Une ambiance de travail bienveillante, souple et dynamique
• Une lettre de recommandation à la fin du stage
• Prime ou gratification selon durée et implication",https://tn.linkedin.com/jobs/view/cr%C3%A9ation-de-contenu-web-seo-marketing-digital-at-grosafe-4229431153?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
DIGINOVA recrute un(e) stagiaire en marketing pour un stage d’été !,DigiNova Formation et Consulting,"Tu es étudiant(e) en marketing, communication ou digital et tu cherches une opportunité concrète pour mettre en pratique tes compétences ? DIGINOVA, centre de formation et de consulting basé à Sousse, ouvre ses portes à un(e) stagiaire en marketing motivé(e) et créatif(ve) pour un stage d'été stimulant !",https://www.tanitjobs.com/job/1820714/diginova-recrute-un-e-stagiaire-en-marketing-pour-un-stage-d-%C3%A9t%C3%A9/?backPage=7&searchID=1698089446.739&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage Pré-Embauche Assistant (e) Commercial (H/F),IPF Excellence,"Dans le cadre de notre croissance, nous recherchons un(e) Assistant(e) Commercial(e) Stagiaire pour un stage pré-embauche, pour intégrer notre équipe dynamique et ambitieuse.
Vos missions principales :
En tant qu’Assistant(e) Commercial(e), vous jouerez un rôle essentiel dans le développement et la gestion de nos activités :

Préparer les devis et la facturation
Prospection nouvelle clientèle cible.
Suivre le marché, ses évolutions et le positionnement de la concurrence
Suivre et fidéliser les clients existants
Accueillir les clients en agence ou via les canaux de communication (téléphone, e-mail, réseaux sociaux).
Participer aux campagnes commerciales et à la gestion des promotions.
Maintenir à jour les bases de données clients et fournisseurs.
Participer à l’animation des réseaux sociaux et à la rédaction de contenus promotionnels.",https://www.tanitjobs.com/job/1805244/stage-pr%C3%A9-embauche-assistant-e-commercial-h-f/?backPage&searchID=1747499488.945&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Summer Internship for Embedded systems 2025,Lauterbach,"Subject 1:Compilation, Execution, and Testing of OP-TEEon Ultra96 Rev2
Description• Compiling, running, and testing OP TEE on the Ultra96 Rev2 board, following the guidelines provided in the official documentation: ZynqMPSoC OP TEE documentation documentation
Required technologiesOP-TEE, Ultra96 Rev2, gcc , c++Description- Number of trainee(s) 1- Duration 6 to 8 weeks- 1st year engineering",https://www.tanitjobs.com/job/1821143/summer-internship-for-embedded-systems-2025/?backPage=1&searchID=1748427840.8502&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage en développement mobile (React Native),ABCeez DIGITAL,"Nous recherchons un(e) stagiaire en développement mobile React Native pour un stage à distance. Vous interviendrez sur des projets concrets, aux côtés de développeurs expérimentés, dans un environnement agile et structuré.
Vous serez impliqué(e) dans toutes les étapes du développement : compréhension des besoins, contribution à l’architecture technique, implémentation des fonctionnalités, tests, et amélioration continue. Vous aurez l’opportunité d’apprendre, de proposer des solutions et de contribuer activement à la qualité du produit.
Le stage inclut une rémunération symbolique, en fonction de votre engagement et de votre contribution au projet. C’est une excellente opportunité pour monter en compétences, enrichir votre portfolio et découvrir les réalités du développement mobile en équipe.",https://www.tanitjobs.com/job/1820509/stage-en-d%C3%A9veloppement-mobile-react-native/?backPage&searchID=1707798814.5321&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage Marketing Digital – Été 2025,saprism,"Saprism, startup innovante spécialisée en création de sites e-commerce et marketing digital, recherche 2 stagiaires motivé(e)s pour rejoindre notre équipe dynamique.
Ce que vous ferez chez Saprism :
– Prendre des photos de qualité professionnelle des produits de nos clients– Rédiger des descriptions produit précises et attractives pour enrichir la base de données– Concevoir des affiches et visuels impactants pour nos pages Facebook et Instagram– Réaliser des vidéos courtes et créatives pour booster l’engagement sur les réseaux sociaux– Participer à la création et à la gestion de contenu digital innovant
Ce que nous attendons de vous :
– Être sociable, dynamique et autonome, capable d’interagir facilement avec les clients– Avoir une bonne maîtrise du marketing digital et des réseaux sociaux– Connaître les outils de création graphique (Canva, Photoshop, etc.) et de montage vidéo– Être curieux(se) et à l’affût des nouvelles technologies et tendances digitales– Être motivé(e) à apprendre et à évoluer avec une startup en pleine croissance
Ce que nous offrons :
– Une expérience pratique et formatrice au sein d’une startup dynamique– La possibilité d’un stage PFE pour les meilleur(e)s candidat(e)s– Des perspectives réelles de recrutement en CDI à l’issue du stage– Un environnement de travail collaboratif, stimulant et orienté innovation
Postulez dès maintenant– Envoyez votre CV et des exemples de vos travaux précédents – Rejoignez-nous pour contribuer à des projets digitaux passionnants et développer vos compétences !",https://www.tanitjobs.com/job/1815701/stage-marketing-digital-%C3%A9t%C3%A9-2025/?backPage&searchID=1748012242.4246&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage Angular (à distance) - Niveau avancé,O2CTO,"Chez ""O2CTO"", nous recherchons des « team players », des personnes avec un esprit d'équipe très fort. Les personnalités atypiques, les candidats passionnés et curieux nous intéressent !
Si tu souhaites vivre une aventure humaine passionnante, travailler avec des personnes talentueuses et progresser tous les jours, viens nous voir :)
La motivation, l'autonomie, la curiosité et l'humour sont indispensables ! Pour offrir la meilleure qualité de service, nous travaillons avec les meilleures techno et nous évoluons sans cesse.
Il n'y a pas de profil type chez ""O2CTO"", nous venons tous d'horizons différents et c'est ce qui fait notre force !
Nous t'invitons à postuler si tu es motivé(e) et intéressé(e) par la mise en place de projets informatique et par les Startups de manière générale.
Tu seras chargé de :

Travailler sur des projets réels
Participer activement aux opérations quotidiennes
Concevoir, Développer, Tester, Déployer et Mettre en production des applications avancées
Proposer des idées originales et les intégrer dans des projets réels
Connaître toutes les techniques de Développement Avancées
Connaître tous les secrets et astuces du Développement Spécifique",https://www.tanitjobs.com/job/1818781/stage-angular-%C3%A0-distance-niveau-avanc%C3%A9/?backPage=1&searchID=1748188381.2245&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage développeur python,RIF,"À propos de nous :RIF est une entreprise digitale fondée en 2018 en France et implantée en Tunisie depuis 2019. Spécialisée dans la programmation informatique, le conseil et l’étude des systèmes informatiques, ainsi que dans la conception, le développement et la formation, RIF propose des solutions innovantes dans le domaine du numérique.
Missions
Sous la supervision directe de notre équipe technique, tu participeras activement à des projets en développement. Tes missions principales :

Contribuer au développement backend en Python (API, scripts, automatisations…)

Participer à la conception et à l’évolution de modules fonctionnels

Rédiger une documentation claire et maintenable

Collaborer avec les autres pôles (produit, RH, client…) dans une logique agile

Participer aux réunions d’équipe et aux revues de code

Être force de proposition sur les choix techniques et les bonnes pratiques

Profil recherché

Étudiant·e en informatique ou développement logiciel

Bonnes connaissances en Python (bases solides requises)

Notions de bases en API, bases de données (PostgreSQL, MongoDB…), frameworks (Flask, Django…)

Curiosité, autonomie, sens du travail en équipe

À l’aise avec le télétravail, l’auto-organisation et la communication asynchrone",https://www.tanitjobs.com/job/1818678/stage-d%C3%A9veloppeur-python/?backPage&searchID=1748242172.1308&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage Community Manager Junior – Agence de Marketing Digital,Impacter digital agency,"Impacter est une jeune agence innovante spécialisée en marketing digital, création de contenu, gestion des réseaux sociaux, SEO et publicité en ligne (Meta Ads, TikTok Ads…).
Dans le cadre de notre croissance, nous recherchons un(e) stagiaire motivé(e) et passionné(e) par les réseaux sociaux pour rejoindre notre équipe dynamique.

Participer à l’élaboration de stratégies éditoriales

Créer des contenus visuels et textuels engageants (posts, stories, reels…)

Planifier et publier les contenus via Meta Business Suite ou autres outils

Animer les communautés : gestion des commentaires, messages, interactions

Suivre les performances des campagnes (KPI, statistiques)

Réaliser une veille sur les tendances social media (TikTok, Instagram…)

Proposer des idées créatives pour améliorer la visibilité des marques",https://www.tanitjobs.com/job/1817753/stage-community-manager-junior-agence-de-marketing-digital/?backPage&searchID=1706150497.188&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Stage d'été Ingénieur DevOps (SEDevOps),Smart Conseil,"Smart Conseil accompagne les grands comptes dans leur transformation digitale. Nous intervenons pour nos clients sur les phases de conception, de développement sur les dernières technologies, ou encore le pilotage de projets en mode agile.
Nous vous proposons :

D’intégrer le projet d’industrialisation et d’automatisation de nos projets Data Science en tant qu’ingénieur DevOps, en participant au design, au développement et à l’implémentation des solutions technologiques.
De mettre en œuvre les services de conteneurisation et développer les micro-services adaptés et pertinents pour nos partenaires (Docker, CoreOS, API Management, autres…).
De concevoir et de mettre en place une plateforme d’intégration continue et de gestion de configuration avec les meilleurs outils (Git, Ansible, Puppet, Chef, autres...).
De réfléchir et lancer la future plateforme de déploiement et de suivi continu des services (Jenkins, Redmine, autres…).
De participer au quotidien de l’équipe technique dans une ambiance collaborative et de fourmillement des idées.
D’apporter vos idées en termes de développement d’outils et de services (Web, Développement, Virtualisation,…).

La mission principale du DevOps est d'être le garant de la performance et la continuité de services des solutions et du développement à la production (qualité du déploiement, adéquation des infrastructures, disponibilité des services).",https://www.tanitjobs.com/job/1817368/stage-d-%C3%A9t%C3%A9-ing%C3%A9nieur-devops-sedevops/?backPage=7&searchID=1695955510.4082&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
